artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
Five Finger Death Punch,F8,A Little Bit Off,72,190718,0.664,0.828,0,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,4,3.18,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,metal,key_scale_C
Jimi Hendrix,Are You Experienced,Hey Joe,70,210160,0.346,0.768,9,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,4,3.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A
Lamb of God,Omens,Nevermore,54,275924,0.496,0.988,4,-4.409,0.11,8.33e-05,0.323,0.155,0.199,102.005,3,4.6,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,metal,key_scale_E
Oficina G3,Humanos,Apostasia,39,238468,0.251,0.908,0,-3.739,0.0576,0.000172,0.0542,0.097,0.727,72.569,4,3.97,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Slow,metal,key_scale_C
Rosa Tattooada,Rosa Tattooada,O Inferno Vai Ter Que Esperar,39,179333,0.548,0.505,1,-13.043,0.0337,0.109,1.58e-06,0.109,0.474,146.206,4,2.99,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Fast,metal,key_scale_C#
Riff,Zona de Nadie (Remasterizado 2016),El Forastero - Remasterizado 2016,38,164013,0.485,0.803,5,-9.47,0.0805,0.0124,0.0149,0.11,0.857,151.0,4,2.73,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Fast,metal,key_scale_F
Hermetica,Acido Argentino,Evitando el Ablande,38,172493,0.328,0.908,7,-9.312,0.0622,2.43e-05,4.67e-05,0.3,0.403,147.312,4,2.87,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
Chad Kroeger;Josey Scott,Hero (feat. Josey Scott),Hero (feat. Josey Scott),66,200480,0.427,0.843,4,-4.54,0.0364,0.00216,0.0,0.179,0.304,147.387,3,3.34,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Fast,metal,key_scale_E
Nightmare;DEATH NOTE デスノート,the WORLD/アルミナ,アルミナ,50,304106,0.347,0.901,10,-3.224,0.0532,0.0156,0.0,0.127,0.528,184.942,3,5.07,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Extremely Fast,metal,key_scale_A#
Linkin Park;Aaron Lewis,Reanimation,Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis],48,340253,0.415,0.528,4,-7.564,0.0293,0.088,0.00595,0.0746,0.0479,105.217,4,5.67,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,metal,key_scale_E
Bring Me The Horizon,Teardrops,Teardrops,61,215003,0.497,0.916,7,-3.323,0.108,0.000323,0.0,0.36,0.401,96.051,4,3.58,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,metal,key_scale_G
Nightmare,DEATH NOTE Original Soundtrack,the WORLD -TV Size-,44,83040,0.412,0.952,11,-1.422,0.0492,0.00208,0.0,0.335,0.676,95.112,4,1.38,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,metal,key_scale_B
Static-X,Shadow Zone,The Only,64,171106,0.428,0.979,1,-2.929,0.225,7.04e-05,0.0,0.129,0.292,104.84,4,2.85,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,metal,key_scale_C#
Daughtry,Daughtry,It's Not Over,52,215026,0.426,0.92,10,-3.243,0.0598,0.0559,0.0,0.245,0.296,145.946,4,3.58,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A#
The Plot In You,FEEL NOTHING (RESET),FEEL NOTHING - RESET,55,220688,0.34,0.887,4,-4.54,0.0898,0.00345,2.72e-06,0.0622,0.215,144.081,4,3.68,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Fast,metal,key_scale_E
Slapshock,Novena,Misterio,39,242221,0.283,0.946,8,-4.947,0.0797,0.00151,0.0,0.254,0.567,169.931,4,4.04,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fast,metal,key_scale_G#
Dope,Life,Die MF Die,67,186066,0.657,0.96,5,-3.524,0.07,0.00169,0.000997,0.109,0.567,126.02,4,3.1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Fast,metal,key_scale_F
Korn,Issues,Falling Away from Me,73,270920,0.468,0.769,4,-7.036,0.041,0.00014,0.00124,0.271,0.17,104.102,4,4.52,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,metal,key_scale_E
Kid Rock,Rock n Roll Jesus,All Summer Long,73,297586,0.7,0.864,7,-3.629,0.0283,0.0212,0.0,0.0956,0.887,102.997,4,4.96,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,metal,key_scale_G
System Of A Down,Toxicity,ATWA,67,176200,0.376,0.787,5,-4.731,0.0394,0.00378,0.0,0.548,0.371,87.102,4,2.94,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,metal,key_scale_F
Avenged Sevenfold,Waking The Fallen,I Won't See You Tonight Part 1,55,538333,0.4,0.719,7,-5.109,0.0492,0.000451,0.00581,0.218,0.101,129.505,4,8.97,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
Nickelback,Dark Horse,Never Gonna Be Alone,62,227026,0.544,0.802,4,-4.152,0.0282,0.00155,7.34e-05,0.122,0.59,130.022,4,3.78,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Fast,metal,key_scale_E
Van Halen,Balance,Can't Stop Lovin' You,63,247466,0.592,0.898,9,-5.194,0.0358,0.143,2.29e-06,0.229,0.537,118.006,4,4.12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,metal,key_scale_A
Avenged Sevenfold,Nightmare,Fiction,52,307986,0.605,0.627,0,-7.454,0.0265,0.0612,3.6e-05,0.106,0.243,120.0,4,5.13,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,metal,key_scale_C
Caskets,Lost Souls,Drowned in Emotion,61,222567,0.444,0.945,0,-6.389,0.0714,0.0015,2.84e-05,0.0661,0.333,77.041,4,3.71,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,metal,key_scale_C
Porcupine Tree,Lightbulb Sun,Shesmovedon,48,314400,0.551,0.618,4,-9.596,0.0294,0.00742,0.0274,0.49,0.406,142.028,4,5.24,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Fast,metal,key_scale_E
Skid Row,Slave to the Grind,In a Darkened Room,59,235066,0.338,0.668,4,-8.963,0.031,0.00275,1.15e-06,0.192,0.358,62.872,4,3.92,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Slow,metal,key_scale_E
Bullet For My Valentine,Gravity (Deluxe Edition),Radioactive,59,193080,0.527,0.695,9,-4.99,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,4,3.22,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A
Nickelback,Those Days,San Quentin,9,211457,0.671,0.934,0,-4.496,0.0486,0.000145,1.81e-05,0.104,0.832,124.005,4,3.52,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Fast,metal,key_scale_C
Sabaton,Bismarck,Bismarck,65,313984,0.505,0.859,6,-5.546,0.0431,0.00346,0.0012,0.263,0.434,95.036,4,5.23,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,metal,key_scale_F#
Queens of the Stone Age,Songs For The Deaf,Go With The Flow,68,187146,0.246,0.991,9,-3.903,0.087,0.00944,0.0753,0.867,0.415,159.39,4,3.12,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A
Bring Me The Horizon;YUNGBLUD,POST HUMAN: SURVIVAL HORROR,Obey (with YUNGBLUD),65,220538,0.462,0.99,1,-3.175,0.211,0.000103,0.0,0.374,0.204,137.061,4,3.68,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Fast,metal,key_scale_C#
Hinder,Take It To The Limit,Without You,57,232266,0.415,0.816,3,-3.831,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,4,3.87,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Fast,metal,key_scale_D#
Avenged Sevenfold,Avenged Sevenfold,Critical Acclaim,61,315173,0.499,0.966,7,-4.679,0.11,0.000329,6.1e-05,0.151,0.215,138.042,4,5.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
The HU,The Gereg,Yuve Yuve Yu,61,282920,0.624,0.857,10,-6.25,0.0542,0.0208,0.206,0.11,0.324,131.926,4,4.72,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A#
Lamb of God,Omens,Gomorrah,53,252125,0.483,0.99,8,-4.508,0.112,0.00176,0.000958,0.183,0.232,147.111,4,4.2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fast,metal,key_scale_G#
Porcupine Tree,Deadwing,Open Car,50,226760,0.541,0.502,2,-5.955,0.0301,0.00382,0.0131,0.104,0.406,159.978,3,3.78,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fast,metal,key_scale_D
DEHA INC.,Gozume Bak,Gozume Bak,39,82120,0.562,0.868,7,-4.902,0.259,0.00165,0.0768,0.372,0.367,151.982,4,1.37,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
Grecco,Grecco,Namorando,38,210680,0.396,0.42,2,-9.255,0.0277,0.631,0.0,0.158,0.485,170.125,4,3.51,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fast,metal,key_scale_D
X JAPAN,BLUE BLOOD REMASTERED EDITION,紅(イントロ ストリングス) - Remaster,37,379133,0.25,0.979,8,-5.472,0.419,0.0034,0.000122,0.183,0.0595,156.341,4,6.32,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fast,metal,key_scale_G#
311,Grassroots,Omaha Stylee,38,254106,0.61,0.861,7,-8.568,0.105,0.00451,0.0,0.205,0.8,153.547,4,4.24,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
Gojira,Magma,Silvera,62,212653,0.333,0.959,2,-4.348,0.072,3.19e-06,0.0563,0.299,0.242,137.052,4,3.54,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fast,metal,key_scale_D
Pentagram,MMXII,Doğmadan Önce,38,351773,0.572,0.826,11,-4.789,0.0725,0.0072,0.00475,0.114,0.327,125.792,4,5.86,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_B
Malt,Kendi Adını Taşıyan İlk Albüm,Aşkın Gözü,39,237865,0.635,0.761,9,-3.992,0.0351,0.000538,0.000659,0.307,0.538,139.972,3,3.96,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A
Sabaton,The Last Stand,The Last Stand,68,235840,0.519,0.935,7,-5.656,0.0423,0.00454,0.0,0.0661,0.498,104.044,4,3.93,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,metal,key_scale_G
Rata Blanca,Rata Blanca,Sólo Para Amarte,38,342160,0.522,0.632,6,-15.762,0.0346,0.0268,0.916,0.202,0.539,91.95,4,5.7,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,metal,key_scale_F#
Until I Wake,Release Your ANGER,Self Medicated,0,189103,0.438,0.96,5,-3.482,0.0756,9.53e-05,0.00158,0.0943,0.254,144.98,4,3.15,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Fast,metal,key_scale_F
Ill Niño,Metal,If You Still Hate Me,0,175133,0.468,0.983,1,-2.848,0.114,6.21e-05,0.000292,0.0568,0.0914,135.439,4,2.92,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Fast,metal,key_scale_C#
Dymytry,Pharmageddon,Země Krále Miroslava,39,194016,0.538,0.915,10,-5.886,0.0623,4.73e-05,0.00789,0.115,0.58,135.013,4,3.23,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A#
Oficina G3,Humanos,Desculpas,38,279754,0.658,0.725,0,-6.427,0.0295,0.000534,0.225,0.154,0.644,123.909,4,4.66,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Fast,metal,key_scale_C
Oficina G3,Humanos,Ele Se Foi,38,270512,0.551,0.595,2,-6.407,0.0283,0.0848,0.000165,0.393,0.26,144.184,4,4.51,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fast,metal,key_scale_D
Ill Niño,Metal Lives!,If You Still Hate Me,0,175133,0.468,0.983,1,-2.848,0.114,6.21e-05,0.000292,0.0568,0.0914,135.439,4,2.92,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,Fast,metal,key_scale_C#
Almafuerte,Ultimando (Cotidiafonos Volumen 1),Patria al Hombro,38,232453,0.244,0.955,9,-3.111,0.131,0.000932,0.0,0.139,0.461,161.811,4,3.87,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fast,metal,key_scale_A
Ill Niño,Post-Millennial Noise,All I Ask For,0,219813,0.47,0.919,8,-3.5,0.0627,3.38e-05,0.111,0.136,0.514,136.354,4,3.66,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Fast,metal,key_scale_G#
Yngwie Malmsteen,Nordic Metal,Leviathan,0,266040,0.224,0.938,7,-8.08,0.121,0.0101,0.785,0.554,0.162,109.835,3,4.43,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,metal,key_scale_G
Cadena Perpetua,Malas Costumbres,Sigo Acá,40,153720,0.573,0.805,7,-5.94,0.0346,0.00431,7.39e-06,0.139,0.701,141.941,4,2.56,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Fast,metal,key_scale_G
Hermetica,Acido Argentino,Del Camionero,38,269733,0.346,0.669,2,-12.34,0.0436,0.000398,0.00211,0.188,0.153,147.467,4,4.5,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Fast,metal,key_scale_D
SiM,The Rumbling,The Rumbling,73,220799,0.459,0.878,5,-1.399,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4,3.68,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,81,228146,0.15,0.859,4,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,5,3.8,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
The Plot In You,DISPOSE,FEEL NOTHING,76,216826,0.448,0.825,4,-5.307,0.0621,0.00353,0.0,0.108,0.226,144.17,4,3.61,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
Bring Me The Horizon,That's The Spirit,Drown,72,222093,0.405,0.94,1,-3.103,0.0844,0.000102,2.79e-05,0.719,0.24,143.126,4,3.7,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Bring Me The Horizon,That's The Spirit,Follow You,69,231106,0.54,0.661,3,-5.534,0.0381,0.0765,0.0,0.125,0.506,90.012,4,3.85,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Moderate,metalcore,key_scale_D#
SiM,The Rumbling (TV Size),The Rumbling (TV Size),66,90265,0.408,0.875,8,-1.536,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,4,1.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Fast,metalcore,key_scale_G#
Northlane;PhaseOne,Crash & Burn,Crash & Burn,54,246400,0.227,0.861,8,-3.997,0.0628,0.000218,6.23e-06,0.155,0.143,74.824,1,4.11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Slow,metalcore,key_scale_G#
"Fear, and Loathing in Las Vegas",Feeling of Unity,Let Me Hear,62,225546,0.175,0.995,6,1.023,0.211,0.000145,2.5e-06,0.214,0.303,184.066,4,3.76,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Extremely Fast,metalcore,key_scale_F#
Bring Me The Horizon,DiE4u,DiE4u,69,207141,0.355,0.919,7,-3.771,0.356,0.00234,0.000313,0.262,0.259,159.922,4,3.45,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Bring Me The Horizon;BABYMETAL,POST HUMAN: SURVIVAL HORROR,Kingslayer (feat. BABYMETAL),72,220041,0.434,0.929,1,-2.749,0.147,0.000207,0.00109,0.0916,0.428,92.541,4,3.67,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C#
I Prevail,TRAUMA,Gasoline,68,153613,0.546,0.945,1,-4.399,0.0531,0.000311,0.0,0.724,0.545,135.128,4,2.56,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Bring Me The Horizon,Parasite Eve,Parasite Eve,65,291812,0.589,0.797,9,-5.464,0.15,0.0289,4.35e-06,0.383,0.232,102.489,4,4.86,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_A
Bullet For My Valentine,The Poison,Tears Don't Fall,65,348386,0.214,0.931,7,-3.347,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4,5.81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
Bring Me The Horizon;Jeris Johnson,Can You Feel My Heart (Remix),Can You Feel My Heart - Remix,59,197412,0.576,0.88,9,-3.678,0.0507,0.00675,0.0,0.473,0.836,139.942,4,3.29,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A
Bring Me The Horizon;Nova Twins,POST HUMAN: SURVIVAL HORROR,1x1 (feat. Nova Twins),67,209598,0.452,0.937,1,-3.346,0.161,0.000209,3.61e-06,0.606,0.604,164.032,4,3.49,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Bring Me The Horizon,Sempiternal (Expanded Edition),Sleepwalking,70,230093,0.4,0.959,2,-3.258,0.103,0.000187,4.21e-06,0.231,0.339,149.062,4,3.83,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Falling In Reverse,Popular Monster,Popular Monster,75,220537,0.461,0.897,3,-3.982,0.092,0.00821,0.0,0.0965,0.358,165.107,4,3.68,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Fast,metalcore,key_scale_D#
Bring Me The Horizon,sTraNgeRs,sTraNgeRs,75,195747,0.346,0.939,5,-3.061,0.182,0.000231,0.0,0.433,0.526,183.147,3,3.26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Extremely Fast,metalcore,key_scale_F
Bring Me The Horizon,That's The Spirit,Avalanche,65,262013,0.426,0.934,7,-4.063,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,4,4.37,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Fast,metalcore,key_scale_G
I Prevail,TRAUMA,Hurricane,68,223173,0.389,0.885,6,-5.063,0.0551,0.000372,0.000311,0.202,0.187,164.989,4,3.72,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Fast,metalcore,key_scale_F#
Motionless In White,Disguise,Another Life,72,205394,0.39,0.939,4,-3.828,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,4,3.42,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Fast,metalcore,key_scale_E
Bring Me The Horizon,Sempiternal (Expanded Edition),Shadow Moses,68,243320,0.456,0.985,6,-2.949,0.207,0.000235,0.00368,0.103,0.183,143.006,4,4.06,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Fast,metalcore,key_scale_F#
Lamb of God,Sacrament,Redneck,64,220880,0.512,0.996,2,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,4,3.68,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Teardrops,67,215003,0.497,0.916,7,-3.323,0.108,0.000323,0.0,0.36,0.401,96.051,4,3.58,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Moderate,metalcore,key_scale_G
Bullet For My Valentine,The Poison,Hand Of Blood,60,216133,0.378,0.986,8,-2.769,0.0832,0.000248,0.0,0.0833,0.492,94.458,4,3.6,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Moderate,metalcore,key_scale_G#
Bring Me The Horizon,That's The Spirit,Throne,74,191520,0.426,0.888,0,-3.72,0.0987,0.000455,0.0,0.306,0.387,144.111,4,3.19,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
Lamb of God,Sacrament,Walk with Me In Hell,61,311506,0.286,0.982,0,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629,4,5.19,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C
Bullet For My Valentine,Fever,Your Betrayal,68,291426,0.569,0.883,2,-4.41,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,4,4.86,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Caskets,Lost Souls,Glass Heart,66,224421,0.412,0.958,6,-5.432,0.0997,0.000225,4.71e-05,0.119,0.341,164.072,4,3.74,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Fast,metalcore,key_scale_F#
Falling In Reverse,Voices In My Head,Voices In My Head,73,191414,0.546,0.898,2,-3.067,0.162,0.0266,0.0,0.129,0.639,173.17,4,3.19,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Fast,metalcore,key_scale_D
Architects,For Those That Wish To Exist,Animals,67,244364,0.532,0.759,1,-3.842,0.0319,0.000123,0.02,0.073,0.293,95.01,4,4.07,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C#
SiM,TOKYO - HALLOWEEN -,MAKE ME DEAD!,0,237106,0.593,0.957,3,-2.012,0.0844,0.00559,1.13e-06,0.597,0.611,99.971,4,3.95,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Moderate,metalcore,key_scale_D#
Lamb of God,Ashes of the Wake (15th Anniversary),Laid to Rest,66,230127,0.366,0.956,10,-3.725,0.108,0.000293,0.00447,0.449,0.159,104.016,3,3.84,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_A#
We Came As Romans;Caleb Shomo,Black Hole,Black Hole,70,179181,0.48,0.958,5,-4.241,0.0664,2.45e-05,0.0,0.52,0.385,110.05,4,2.99,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Moderate,metalcore,key_scale_F
Bullet For My Valentine,Release Your ANGER,Stitches,5,301426,0.547,0.941,1,-4.631,0.0824,5.72e-06,0.000756,0.323,0.331,100.007,4,5.02,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_C#
Bullet For My Valentine,Release Your ANGER,Shatter - Edit,0,281757,0.413,0.923,9,-4.487,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,4,4.7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A
Atreyu,Release Your ANGER,Anger Left Behind,0,203547,0.418,0.987,0,-3.331,0.209,0.0585,0.000144,0.0855,0.25,155.05,4,3.39,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C
Wage War,Release Your ANGER,Low,1,227093,0.501,0.966,1,-3.22,0.0534,1.25e-05,5.74e-05,0.12,0.497,129.994,4,3.78,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Fast,metalcore,key_scale_C#
Lamb of God,Release Your ANGER,Ruin,1,234266,0.288,0.955,7,-4.424,0.171,4.65e-05,0.139,0.394,0.0916,108.423,3,3.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Moderate,metalcore,key_scale_G
Atreyu,Release Your ANGER,Super Hero,0,385012,0.433,0.914,5,-3.894,0.0589,0.00394,0.000104,0.0896,0.158,144.007,4,6.42,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Fast,metalcore,key_scale_F
Ice Nine Kills,Halloween Songs | Witches Hour,Stabbing In The Dark,1,276866,0.333,0.943,10,-4.184,0.149,0.00123,0.0,0.0609,0.292,164.979,4,4.61,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
Ice Nine Kills,Halloween 2022,Stabbing In The Dark,0,276866,0.333,0.943,10,-4.184,0.149,0.00123,0.0,0.0609,0.292,164.979,4,4.61,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
blessthefall,Post-Millennial Noise,I Wouldn't Quit If Everyone Quit,0,188600,0.286,0.939,2,-4.494,0.0948,8.19e-05,0.0299,0.38,0.217,106.342,4,3.14,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Moderate,metalcore,key_scale_D
Ice Nine Kills,Release Your ANGER,A Rash Decision,0,211320,0.487,0.933,11,-4.291,0.161,0.000135,0.0,0.185,0.467,95.58,4,3.52,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Moderate,metalcore,key_scale_B
The Devil Wears Prada,Metal,Home for Grave,0,205000,0.501,0.986,2,-3.162,0.076,0.000541,2.29e-05,0.372,0.117,107.472,4,3.42,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Moderate,metalcore,key_scale_D
Ice Nine Kills,Halloween Party 2022,Stabbing In The Dark,0,276866,0.333,0.943,10,-4.184,0.149,0.00123,0.0,0.0609,0.292,164.979,4,4.61,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Fast,metalcore,key_scale_A#
The Devil Wears Prada,Metal Lives!,Home for Grave,0,205000,0.501,0.986,2,-3.162,0.076,0.000541,2.29e-05,0.372,0.117,107.472,4,3.42,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Moderate,metalcore,key_scale_D
