artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
Pappo;Ricardo Iorio,"Pappo y Amigos, Vol. 2",Completamente Nervioso,23,186426,0.434,0.904,9,-7.428,0.0777,0.000426,0.0655,0.223,0.295,107.431,4,3.11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Horcas,Demencial,El agite,22,259370,0.469,0.969,6,-5.982,0.124,9.62e-06,0.0799,0.0494,0.212,123.081,4,4.32,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,heavy-metal,key_scale_F#
Ricardo Iorio,Avivando La Llama De La Ley Natural,Para Que No Caigas,22,170277,0.334,0.975,9,-6.91,0.0896,0.153,0.0522,0.46,0.241,145.328,4,2.84,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Malon,Justicia o Resistencia (Remasterizado),Hipotecado - Remasterizado,22,304678,0.385,0.703,2,-5.97,0.0451,0.000207,0.0073,0.364,0.408,100.183,3,5.08,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Beast In Black,From Hell with Love,Heart of Steel,43,262979,0.548,0.947,8,-6.387,0.0339,0.00281,0.000131,0.174,0.65,109.972,4,4.38,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,heavy-metal,key_scale_G#
Seikima-II,XXX -THE ULTIMATE WORST-,白い奇蹟,21,319866,0.407,0.744,0,-4.587,0.0363,0.342,5.81e-06,0.469,0.191,143.131,4,5.33,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Barilari,Abuso De Poder,Cazador,22,237371,0.494,0.913,10,-3.794,0.0634,0.000108,3.82e-05,0.0651,0.193,130.074,4,3.96,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Los Antiguos,Madera Prohibida,Eslayer Te Va a Matar,22,264515,0.223,0.99,4,-4.948,0.161,2.41e-05,0.137,0.348,0.364,153.482,4,4.41,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Lordi,Scare Force One,How to Slice a Whore,22,167819,0.491,0.976,0,-4.457,0.0451,9.03e-05,1.09e-06,0.582,0.591,93.454,4,2.8,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C
Tano Romano,Uno,Te Quiero Contar,22,212426,0.513,0.976,2,-4.542,0.0757,2.36e-05,0.00601,0.232,0.387,105.983,4,3.54,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Los Antiguos,Oro Para las Naves,Senda de la luz Fantasmal,22,178066,0.265,0.955,2,-3.887,0.18,0.000226,0.0538,0.331,0.172,109.721,3,2.97,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Bloodbound,War of Dragons,Tears of a Dragonheart,52,229533,0.418,0.965,4,-2.992,0.119,0.0591,0.0,0.33,0.377,179.967,4,3.83,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Extremely Fast,heavy-metal,key_scale_E
A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan,Poder Latino,Latino América,22,165440,0.528,0.964,4,-6.511,0.065,6.06e-05,7.68e-06,0.135,0.163,100.651,4,2.76,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Lörihen,Bajo la Cruz,El Secreto Más Perverso,21,283063,0.524,0.845,8,-5.45,0.0352,0.00388,0.0,0.0953,0.324,110.03,4,4.72,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,heavy-metal,key_scale_G#
Barilari,Barilari 4,Corazón Homicida,21,289944,0.537,0.869,4,-3.799,0.0658,0.00167,0.000988,0.112,0.16,119.998,4,4.83,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
Brothers of Metal,Emblas Saga,Brothers Unite,54,246990,0.476,0.713,7,-7.024,0.0667,0.000838,0.000206,0.0802,0.564,183.032,3,4.12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Extremely Fast,heavy-metal,key_scale_G
Los Antiguos,Simple,La peste del sapo,22,253492,0.228,0.981,6,-4.683,0.117,5.13e-06,0.0281,0.202,0.199,136.455,4,4.22,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,heavy-metal,key_scale_F#
Claudio Marciello,De Pie,Vengo,21,221840,0.317,0.904,11,-3.075,0.0448,0.0034,0.0,0.181,0.474,100.209,4,3.7,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Kilpi,Kaaos - Live,Sielut Iskee Tulta,21,287600,0.227,0.99,11,-2.906,0.164,6.89e-06,0.000169,0.971,0.164,77.219,4,4.79,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Patan,Acero,El Vuelo Del Dragón,21,265720,0.408,0.933,10,-3.383,0.0905,0.000442,0.000868,0.155,0.448,176.973,4,4.43,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_A#
Barilari,Infierock,En Este Mismo Lugar,21,300520,0.579,0.832,10,-4.231,0.03,2.29e-05,0.000149,0.0661,0.375,115.977,4,5.01,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
De La Tierra,De La Tierra,Rostros,22,246560,0.573,0.988,0,-2.923,0.0597,0.00376,0.0143,0.101,0.159,95.501,4,4.11,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C
Valonkantajat,Vastavirtaan,"Katso Maailmaa, Se Palaa",21,287681,0.401,0.887,7,-8.456,0.0622,0.000314,1.74e-05,0.384,0.429,156.028,4,4.79,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,heavy-metal,key_scale_G
Plan 4,En Mil Pedazos,Hasta Que Puedas Oírme,22,182493,0.5,0.974,11,-2.831,0.17,4.39e-05,0.00207,0.168,0.552,150.05,4,3.04,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_B
Stam1na,SLK,Masiina,22,315853,0.516,0.965,9,-3.425,0.0829,4.83e-05,0.0495,0.0831,0.332,95.017,4,5.26,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Carajo,Atrapasueños,La Huella Del Depredador,23,201106,0.46,0.929,8,-4.46,0.129,0.000687,0.0,0.735,0.547,160.877,4,3.35,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast,heavy-metal,key_scale_G#
Carajo,Atrapasueños,Como Deberia Ser,23,254466,0.375,0.897,8,-4.183,0.0773,0.000435,7.41e-05,0.0351,0.381,106.502,3,4.24,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,heavy-metal,key_scale_G#
V8,El Fin de los Inicuos,El Vivo Sustento del Inquisidor,21,242906,0.277,0.927,4,-6.426,0.0831,0.00138,0.000151,0.0959,0.233,139.882,4,4.05,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
OConnor,Dolarización,Yo Sé Que Sabés,21,272133,0.464,0.862,2,-2.849,0.0349,0.000322,0.0,0.36,0.611,147.931,4,4.54,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Stam1na,Viimeinen Atlantis,Rikkipää,22,260173,0.396,0.973,2,-3.268,0.077,0.00186,0.000285,0.0531,0.316,102.664,3,4.34,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_D
Almafuerte,Ultimando (Cotidiafonos Volumen 1),Ultranza,22,162613,0.353,0.903,2,-4.024,0.0402,7.8e-05,2.56e-05,0.127,0.834,164.859,4,2.71,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Stam1na,Raja,Murtumispiste,22,268000,0.444,0.938,9,-6.836,0.0565,1.6e-05,0.131,0.0578,0.555,145.318,4,4.47,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A
Tren Loco,Ruta 197,Pampa del Infierno,21,357440,0.416,0.924,4,-4.86,0.0528,0.000242,1.52e-05,0.368,0.508,142.449,4,5.96,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Stam1na,Viimeinen Atlantis,Piste jolta ei ollut paluuta,22,303760,0.467,0.986,2,-1.968,0.196,0.000232,0.0157,0.37,0.252,129.969,4,5.06,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
OConnor,Río Extraño,La Maldad,21,239798,0.509,0.895,2,-3.332,0.0328,0.000571,1.35e-06,0.106,0.256,127.99,4,4.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Kotiteollisuus,Maailmanloppu,Maailmanloppu,21,219453,0.405,0.897,1,-2.823,0.0498,0.00144,7.17e-06,0.216,0.574,154.939,4,3.66,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Almafuerte,En Vivo Obras,Yo Traigo la Semilla - En Vivo,22,226478,0.317,0.943,7,-5.269,0.104,0.00268,1.56e-05,0.657,0.255,76.588,4,3.77,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,heavy-metal,key_scale_G
V8,Luchando por el Metal,Torturador,22,147013,0.377,0.971,9,-4.466,0.129,0.00316,0.000142,0.189,0.385,92.541,4,2.45,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Carajo,Inmundo,Punk Sin Cresta,23,213106,0.54,0.94,1,-3.534,0.0394,0.003,0.0,0.129,0.654,83.497,4,3.55,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C#
Almafuerte,En Vivo All Boys,Pa' Pelusa - En Vivo All Boys,23,265681,0.27,0.925,4,-6.469,0.0477,0.00212,0.000219,0.923,0.454,133.206,4,4.43,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Malon,Espíritu Combativo,Mendigos,22,238809,0.356,0.945,9,-5.45,0.0584,2.76e-05,0.0113,0.0795,0.575,107.523,4,3.98,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Stam1na,Taival,Merivälimatka,22,300903,0.199,0.849,1,-5.17,0.0821,0.000627,0.00115,0.351,0.245,160.11,4,5.02,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Kotiteollisuus,Kruuna/klaava,Emmauksen tiellä,21,300573,0.487,0.742,6,-6.941,0.0328,0.000526,0.00254,0.154,0.412,130.977,4,5.01,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,heavy-metal,key_scale_F#
Ricardo Iorio,Avivando La Llama De La Ley Natural,Me Gusta La Gente Simple,22,197175,0.307,0.942,4,-8.435,0.0914,0.0012,0.000564,0.293,0.14,140.112,4,3.29,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
OConnor,El Tiempo Es Tan Pequeño,Deseo,21,278160,0.575,0.645,0,-4.929,0.0267,1.04e-05,0.0021,0.11,0.16,109.992,4,4.64,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C
Carajo,Hoy Como Ayer (En Vivo),El Error - En Vivo,23,230706,0.405,0.991,5,-3.752,0.155,0.000514,0.0,0.916,0.247,149.904,4,3.85,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,heavy-metal,key_scale_F
Kotiteollisuus,Kotiteollisuus,Itken seinään päin,22,294213,0.571,0.508,3,-9.178,0.0256,0.134,0.748,0.115,0.252,82.005,4,4.9,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Moderate,heavy-metal,key_scale_D#
Almafuerte,Del Entorno,Ruben Patagonia,21,184200,0.152,0.987,2,-2.935,0.211,0.0119,5.78e-05,0.323,0.0714,192.503,4,3.07,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Extremely Fast,heavy-metal,key_scale_D
Riff,Zona de Nadie (Remasterizado 2016),Zona de Nadie - Remasterizado 2016,23,271760,0.615,0.796,2,-8.713,0.0783,0.0995,0.00143,0.11,0.389,123.989,4,4.53,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,heavy-metal,key_scale_D
Riff,Zona de Nadie (Remasterizado 2016),La Frontera Inesperada - Remasterizado 2016,22,385320,0.512,0.792,10,-9.886,0.0723,0.00865,0.0159,0.148,0.541,140.507,4,6.42,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_A#
Pappo;Vicentico,"Pappo y Amigos, Vol. 1",El Sur de la Ciudad,23,200160,0.503,0.522,9,-7.635,0.0248,0.0232,0.00955,0.152,0.468,74.106,4,3.34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Slow,heavy-metal,key_scale_A
Malon,Justicia o Resistencia (Remasterizado),Judas de Oficio - Remasterizado,22,253271,0.544,0.917,9,-4.439,0.065,4.07e-05,7.36e-05,0.247,0.468,101.487,4,4.22,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Hermetica,Intérpretes,Ideando la Fuga,22,173906,0.288,0.92,0,-8.788,0.0702,4.62e-06,0.00318,0.256,0.493,148.788,4,2.9,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Hermetica,Homenaje,Tu Eres Su Seguridad,22,313653,0.543,0.927,4,-4.374,0.0361,0.00741,0.0,0.167,0.517,130.955,4,5.23,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,heavy-metal,key_scale_E
Dream Evil,Dragonslayer,The Chosen Ones,54,302533,0.563,0.734,7,-6.207,0.038,0.0123,0.0,0.102,0.231,115.983,4,5.04,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,heavy-metal,key_scale_G
Beast In Black,Dark Connection,Blade Runner,54,247967,0.378,0.974,11,-5.535,0.0851,7.01e-06,0.883,0.0635,0.343,92.51,4,4.13,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_B
Renacer,Alas de Fuego,Paz en la Tormenta,21,359706,0.353,0.92,5,-4.837,0.0604,1.52e-05,0.016,0.102,0.305,144.812,4,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,heavy-metal,key_scale_F
A.N.I.M.A.L.;Mario Altamirano and A.N.I.M.A.L.,El Nuevo Camino del Hombre,Lo mejor de lo peor,21,179933,0.536,0.98,4,-5.887,0.0701,0.000764,0.00108,0.3,0.213,91.464,4,3.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,heavy-metal,key_scale_E
A.N.I.M.A.L.,Vivo en Red House,Combativo (En Vivo),21,181573,0.574,0.968,1,-3.813,0.124,0.00477,8.04e-05,0.329,0.239,112.03,4,3.03,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_C#
Lörihen,Aún Sigo Latiendo,Solo Tus Ojos,21,384549,0.471,0.894,10,-6.373,0.0457,0.00175,0.0,0.363,0.253,115.043,4,6.41,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
ONMYO-ZA,迦陵頻伽,刃,21,259839,0.277,0.964,4,-1.787,0.106,0.0309,0.0,0.0868,0.466,184.833,4,4.33,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Extremely Fast,heavy-metal,key_scale_E
Seikima-II,LIVING LEGEND,HEAVY METAL IS DEAD,21,259493,0.44,0.993,1,-3.111,0.0976,0.000274,0.0,0.0248,0.322,144.994,4,4.32,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Seikima-II,1999 BLACK LIST [本家極悪集大成盤],SAVE YOUR SOUL〜美しきクリシェに背をむけて〜,21,272666,0.49,0.969,1,-3.895,0.0602,0.000685,1.3e-06,0.358,0.529,129.98,4,4.54,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Asspera,Bizarra Actitud de Seguir Con Vida,1000 Sanatas,21,239159,0.548,0.919,10,-6.284,0.0688,0.000105,0.000534,0.484,0.649,105.044,4,3.99,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A#
Brothers of Metal,Prophecy of Ragnarök,Fire Blood and Steel,55,192000,0.541,0.912,0,-5.491,0.0455,9.26e-05,0.00518,0.168,0.139,120.05,3,3.2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C
Zorra,La Ronda de los Perdedores,Yo Caníbal (Patricio Rey y Sus Redonditos de Ricota),21,162075,0.464,0.993,1,-2.47,0.174,0.0428,0.0,0.57,0.217,170.979,4,2.7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,heavy-metal,key_scale_C#
Rata Blanca,Entre el Cielo y el Infierno,Obsesión,21,214600,0.257,0.814,6,-14.334,0.0647,0.000157,0.892,0.0542,0.466,176.91,4,3.58,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Extremely Fast,heavy-metal,key_scale_F#
Tren Loco,Sangresur,Mis Amigos,21,253973,0.445,0.991,6,-4.52,0.152,1.12e-05,0.000805,0.0913,0.28,95.374,4,4.23,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Aonikenk,Sentir Metalero,Puel Purrum (Loncomeo),21,223533,0.344,0.747,9,-5.481,0.0592,0.00143,0.163,0.0996,0.241,98.864,3,3.73,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,heavy-metal,key_scale_A
Horcas,Gritando Verdades,Soberbia,21,279785,0.527,0.981,6,-3.667,0.0814,3.49e-05,0.00404,0.357,0.078,102.523,4,4.66,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,heavy-metal,key_scale_F#
Doro,"Magic Diamonds - Best of Rock, Ballads & Rare Treasures",All We Are - 'The Fight‘ Version,21,181000,0.439,0.976,5,-6.846,0.0812,0.00872,0.0,0.576,0.192,135.154,4,3.02,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,heavy-metal,key_scale_F
